Település,Településtípus,2022-es helyezés a rangsorban,2022-es Indexpontszám,rangsor2014,index2014,Rangsor helyezés változása 2014-hez képest,Indexpontszám változása 2014-hez képest
Tevel,Kistelepülés,1174,"9,6",546,"9,4",-628,"-0,2"
Soltszentimre,Kistelepülés,1696,"8,8",1014,"8,5",-682,"-0,3"
Tetétlen,Kistelepülés,1429,"9,2",1790,"7,5",361,"-1,7"
Kétsoprony,Kistelepülés,1242,"9,4",1021,"8,5",-221,"-0,9"
Teskánd,Kistelepülés,177,"13,1",473,"9,5",296,"-3,6"
Ugod,Kistelepülés,306,"12,3",283,"10,2",-23,"-2,1"
Magyarcsanád,Kistelepülés,1154,"9,6",1934,"7,3",780,"-2,3"
Súr,Kistelepülés,1774,"8,7",963,"8,5",-811,"-0,2"
Városlőd,Kistelepülés,751,"10,5",400,"9,7",-351,"-0,8"
Hortobágy,Kistelepülés,164,"13,3",119,"11,1",-45,"-2,2"
Ravazd,Kistelepülés,858,"10,2",503,"9,5",-355,"-0,7"
Tiszakürt,Kistelepülés,926,10,1926,"7,3",1000,"-2,7"
Makád,Kistelepülés,1711,"8,7",1738,"7,6",27,"-1,1"
Karancsság,Kistelepülés,1686,"8,8",1498,"7,8",-188,-1
Szőlősgyörök,Kistelepülés,506,"11,3",496,"9,5",-10,"-1,8"
Bagod,Kistelepülés,1294,"9,4",540,"9,4",-754,0
Boconád,Kistelepülés,691,"10,6",1186,"8,2",495,"-2,4"
Paszab,Kistelepülés,2088,"8,3",1537,"7,8",-551,"-0,5"
Gyüre,Kistelepülés,2203,"8,1",1752,"7,5",-451,"-0,6"
Balatonberény,Kistelepülés,408,"11,8",50,"12,4",-358,"0,6"
Gyömöre,Kistelepülés,1187,"9,5",1097,"8,4",-90,"-1,1"
Szakály,Kistelepülés,398,"11,8",1011,"8,5",613,"-3,3"
Bénye,Kistelepülés,1075,"9,8",956,"8,6",-119,"-1,2"
Bodroghalom,Kistelepülés,1325,"9,3",704,9,-621,"-0,3"
Tibolddaróc,Kistelepülés,578,11,1089,"8,4",511,"-2,6"
Nézsa,Kistelepülés,498,"11,3",690,9,192,"-2,3"
Tiszaszőlős,Kistelepülés,395,"11,8",307,"10,1",-88,"-1,7"
Réde,Kistelepülés,1038,"9,8",906,"8,6",-132,"-1,2"
Kötegyán,Kistelepülés,815,"10,3",1433,"7,9",618,"-2,4"
Kölcse,Kistelepülés,1080,"9,8",818,"8,8",-262,-1
Homokmégy,Kistelepülés,886,"10,1",1465,"7,9",579,"-2,2"
Pápateszér,Kistelepülés,948,10,1180,"8,2",232,"-1,8"
Borsodszirák,Kistelepülés,1612,"8,9",923,"8,6",-689,"-0,3"
Nagybajcs,Kistelepülés,952,10,784,"8,8",-168,"-1,2"
Timár,Kistelepülés,1565,9,1415,"7,9",-150,"-1,1"
Jenő,Kistelepülés,557,"11,1",926,"8,6",369,"-2,5"
Kehidakustány,Kistelepülés,142,"13,5",117,"11,1",-25,"-2,4"
Sióagárd,Kistelepülés,733,"10,5",170,"10,7",-563,"0,2"
Rum,Kistelepülés,1166,"9,6",536,"9,4",-630,"-0,2"
Kajászó,Kistelepülés,114,"13,8",555,"9,3",441,"-4,5"
Ecseg,Kistelepülés,1379,"9,2",1582,"7,7",203,"-1,5"
Vajdácska,Kistelepülés,1920,"8,5",846,"8,7",-1074,"0,2"
Rohod,Kistelepülés,737,"10,5",843,"8,7",106,"-1,8"
Alsószentmárton,Kistelepülés,2021,"8,4",1865,"7,4",-156,-1
Ilk,Kistelepülés,1391,"9,2",1407,"7,9",16,"-1,3"
Iván,Kistelepülés,1907,"8,5",1768,"7,5",-139,-1
Iharosberény,Kistelepülés,1414,"9,2",465,"9,6",-949,"0,4"
Ináncs,Kistelepülés,490,"11,4",450,"9,6",-40,"-1,8"
Véménd,Kistelepülés,1367,"9,2",1631,"7,7",264,"-1,5"
Kocsola,Kistelepülés,1547,9,2447,"6,7",900,"-2,3"
Zalahaláp,Kistelepülés,1152,"9,6",945,"8,6",-207,-1
Fülöpjakab,Kistelepülés,2198,"8,1",2370,"6,8",172,"-1,3"
Bocfölde,Kistelepülés,687,"10,7",1169,"8,3",482,"-2,4"
Somogysárd,Kistelepülés,1888,"8,5",1044,"8,4",-844,"-0,1"
Pitvaros,Kistelepülés,814,"10,3",1019,"8,5",205,"-1,8"
Kislőd,Kistelepülés,1167,"9,6",733,"8,9",-434,"-0,7"
Visonta,Kistelepülés,72,"14,9",60,"12,2",-12,"-2,7"
Csákberény,Kistelepülés,1073,"9,8",669,"9,1",-404,"-0,7"
Gerjen,Kistelepülés,194,13,776,"8,9",582,"-4,1"
Lovászpatona,Kistelepülés,582,11,1402,8,820,-3
Furta,Kistelepülés,1475,"9,1",661,"9,1",-814,0
Rém,Kistelepülés,1254,"9,4",1539,"7,8",285,"-1,6"
Vizslás,Kistelepülés,873,"10,1",1001,"8,5",128,"-1,6"
Bánréve,Kistelepülés,1899,"8,5",889,"8,7",-1010,"0,2"
Dömös,Kistelepülés,432,"11,6",658,"9,1",226,"-2,5"
Jármi,Kistelepülés,288,"12,4",241,"10,4",-47,-2
Mezőcsokonya,Kistelepülés,2149,"8,2",1903,"7,4",-246,"-0,8"
Nőtincs,Kistelepülés,851,"10,2",301,"10,1",-550,"-0,1"
Bükkszentkereszt,Kistelepülés,113,"13,8",207,"10,5",94,"-3,3"
Dalmand,Kistelepülés,1942,"8,5",2003,"7,3",61,"-1,2"
Komoró,Kistelepülés,1442,"9,1",338,10,-1104,"0,9"
Pázmándfalu,Kistelepülés,1236,"9,5",1142,"8,3",-94,"-1,2"
Szalánta,Kistelepülés,1445,"9,1",1192,"8,2",-253,"-0,9"
Lovászi,Kistelepülés,363,12,655,"9,1",292,"-2,9"
Vanyarc,Kistelepülés,805,"10,3",1382,8,577,"-2,3"
Tenk,Kistelepülés,639,"10,8",1027,"8,4",388,"-2,4"
Végegyháza,Kistelepülés,922,10,1375,8,453,-2
Kismarja,Kistelepülés,1737,"8,7",2015,"7,2",278,"-1,5"
Páhi,Kistelepülés,2001,"8,4",1531,"7,8",-470,"-0,6"
Taktakenéz,Kistelepülés,2378,"7,8",2368,"6,8",-10,-1
Bárdudvarnok,Kistelepülés,1728,"8,7",707,9,-1021,"0,3"
Endrefalva,Kistelepülés,2093,"8,3",1872,"7,4",-221,"-0,9"
Nagykereki,Kistelepülés,1838,"8,6",2308,"6,9",470,"-1,7"
Tiszabecs,Kistelepülés,1121,"9,7",958,"8,6",-163,"-1,1"
Nagykamarás,Kistelepülés,911,"10,1",1174,"8,2",263,"-1,9"
Juta,Kistelepülés,905,"10,1",467,"9,6",-438,"-0,5"
Murony,Kistelepülés,760,"10,5",987,"8,5",227,-2
Borota,Kistelepülés,1245,"9,4",1488,"7,8",243,"-1,6"
Máza,Kistelepülés,1736,"8,7",1416,"7,9",-320,"-0,8"
Nagyrécse,Kistelepülés,215,"12,8",549,"9,3",334,"-3,5"
Szabolcsbáka,Kistelepülés,2052,"8,3",2145,"7,1",93,"-1,2"
Bakonybél,Kistelepülés,167,"13,2",174,"10,7",7,"-2,5"
Sokorópátka,Kistelepülés,532,"11,2",815,"8,8",283,"-2,4"
Gyöngyösfalu,Kistelepülés,1074,"9,8",313,10,-761,"0,2"
Igrici,Kistelepülés,1358,"9,3",949,"8,6",-409,"-0,7"
Halimba,Kistelepülés,992,"9,9",1063,"8,4",71,"-1,5"
Monostorapáti,Kistelepülés,959,10,763,"8,9",-196,"-1,1"
Hencida,Kistelepülés,2028,"8,3",2407,"6,8",379,"-1,5"
Hernádvécse,Kistelepülés,2723,"6,9",2722,6,-1,"-0,9"
Kömlőd,Kistelepülés,1102,"9,7",660,"9,1",-442,"-0,6"
Balatonakarattya,Kistelepülés,175,"13,1",,,,
Gérce,Kistelepülés,2122,"8,2",1753,"7,5",-369,"-0,7"
Szomor,Kistelepülés,834,"10,2",673,"9,1",-161,"-1,1"
Felgyő,Kistelepülés,468,"11,5",821,"8,8",353,"-2,7"
Tarany,Kistelepülés,2355,"7,9",1997,"7,3",-358,"-0,6"
Várdomb,Kistelepülés,1233,"9,5",451,"9,6",-782,"0,1"
Nagyesztergár,Kistelepülés,1260,"9,4",1637,"7,7",377,"-1,7"
Apaj,Kistelepülés,1286,"9,4",1456,"7,9",170,"-1,5"
Parasznya,Kistelepülés,1447,"9,1",1133,"8,3",-314,"-0,8"
Detk,Kistelepülés,248,"12,6",215,"10,5",-33,"-2,1"
Inke,Kistelepülés,2224,"8,1",1928,"7,3",-296,"-0,8"
Szirák,Kistelepülés,1868,"8,5",1577,"7,7",-291,"-0,8"
Tótszerdahely,Kistelepülés,1704,"8,7",817,"8,8",-887,"0,1"
Szakmár,Kistelepülés,974,"9,9",1149,"8,3",175,"-1,6"
Orfű,Kistelepülés,24,17,83,"11,6",59,"-5,4"
Tiszaszentmárton,Kistelepülés,1916,"8,5",968,"8,5",-948,0
Rétközberencs,Kistelepülés,2692,7,2420,"6,7",-272,"-0,3"
Visznek,Kistelepülés,898,"10,1",1008,"8,5",110,"-1,6"
Bakonszeg,Kistelepülés,731,"10,5",1073,"8,4",342,"-2,1"
Balogunyom,Kistelepülés,1406,"9,2",230,"10,4",-1176,"1,2"
Tataháza,Kistelepülés,1338,"9,3",1121,"8,3",-217,-1
Hetes,Kistelepülés,613,"10,9",385,"9,8",-228,"-1,1"
Daruszentmiklós,Kistelepülés,1394,"9,2",2304,"6,9",910,"-2,3"
Babót,Kistelepülés,1786,"8,6",1304,"8,1",-482,"-0,5"
Zákány,Kistelepülés,657,"10,8",737,"8,9",80,"-1,9"
Egervár,Kistelepülés,759,"10,5",494,"9,5",-265,-1
Lukácsháza,Kistelepülés,292,"12,4",81,"11,7",-211,"-0,7"
Ecsegfalva,Kistelepülés,1309,"9,3",1835,"7,4",526,"-1,9"
Bogád,Kistelepülés,274,"12,5",778,"8,8",504,"-3,7"
Héreg,Kistelepülés,653,"10,8",1221,"8,2",568,"-2,6"
Kajdacs,Kistelepülés,2331,"7,9",1292,"8,1",-1039,"0,2"
Petőháza,Kistelepülés,169,"13,2",224,"10,4",55,"-2,8"
Letkés,Kistelepülés,338,"12,1",1232,"8,2",894,"-3,9"
Sáta,Kistelepülés,1947,"8,5",2207,7,260,"-1,5"
Ároktő,Kistelepülés,1701,"8,7",2467,"6,6",766,"-2,1"
Tard,Kistelepülés,1059,"9,8",542,"9,4",-517,"-0,4"
Nyírcsászári,Kistelepülés,705,"10,6",791,"8,8",86,"-1,8"
Berekfürdő,Kistelepülés,42,"15,8",51,"12,4",9,"-3,4"
Nagybánhegyes,Kistelepülés,747,"10,5",1018,"8,5",271,-2
Gerendás,Kistelepülés,2141,"8,2",1079,"8,4",-1062,"0,2"
Berente,Kistelepülés,5,20,31,"13,3",26,"-6,7"
Magyarkeszi,Kistelepülés,2031,"8,3",2064,"7,2",33,"-1,1"
Mihályi,Kistelepülés,1219,"9,5",291,"10,1",-928,"0,6"
Borsodszentgyörgy,Kistelepülés,2677,"7,1",2595,"6,4",-82,"-0,7"
Mezőszemere,Kistelepülés,1007,"9,9",2035,"7,2",1028,"-2,7"
Eperjeske,Kistelepülés,2202,"8,1",1895,"7,4",-307,"-0,7"
Váncsod,Kistelepülés,2049,"8,3",1889,"7,4",-160,"-0,9"
Balatonederics,Kistelepülés,857,"10,2",433,"9,6",-424,"-0,6"
Sarród,Kistelepülés,1515,9,437,"9,6",-1078,"0,6"
Bácsborsód,Kistelepülés,1412,"9,2",1786,"7,5",374,"-1,7"
Szárföld,Kistelepülés,1386,"9,2",560,"9,3",-826,"0,1"
Egerszólát,Kistelepülés,370,12,337,10,-33,-2
Újléta,Kistelepülés,2500,"7,6",2419,"6,7",-81,"-0,9"
Varbó,Kistelepülés,988,"9,9",1088,"8,4",100,"-1,5"
Tabdi,Kistelepülés,868,"10,1",415,"9,7",-453,"-0,4"
Magyarnándor,Kistelepülés,289,"12,4",910,"8,6",621,"-3,8"
Görgeteg,Kistelepülés,2459,"7,7",2466,"6,6",7,"-1,1"
Őrhalom,Kistelepülés,799,"10,3",684,9,-115,"-1,3"
Nagyiván,Kistelepülés,2059,"8,3",2002,"7,3",-57,-1
Nyíribrony,Kistelepülés,942,10,1883,"7,4",941,"-2,6"
Sajóhídvég,Kistelepülés,1490,"9,1",2114,"7,1",624,-2
Zalaszentiván,Kistelepülés,964,10,294,"10,1",-670,"0,1"
Hejőpapi,Kistelepülés,1171,"9,6",1155,"8,3",-16,"-1,3"
Remeteszőlős,Kistelepülés,852,"10,2",646,"9,1",-206,"-1,1"
Lesencetomaj,Kistelepülés,1826,"8,6",1534,"7,8",-292,"-0,8"
Nyírgelse,Kistelepülés,1093,"9,7",1328,"8,1",235,"-1,6"
Hidasnémeti,Kistelepülés,377,"11,9",270,"10,3",-107,"-1,6"
Őriszentpéter,Kistelepülés,82,"14,5",45,"12,6",-37,"-1,9"
Somlóvásárhely,Kistelepülés,1188,"9,5",1058,"8,4",-130,"-1,1"
Zánka,Kistelepülés,26,"16,8",41,"12,8",15,-4
Szuhogy,Kistelepülés,1473,"9,1",1489,"7,8",16,"-1,3"
Tépe,Kistelepülés,1407,"9,2",853,"8,7",-554,"-0,5"
Sarud,Kistelepülés,379,"11,9",600,"9,2",221,"-2,7"
Vásárosdombó,Kistelepülés,1271,"9,4",1248,"8,1",-23,"-1,3"
Bicsérd,Kistelepülés,1663,"8,8",612,"9,2",-1051,"0,4"
Bükkösd,Kistelepülés,1418,"9,2",907,"8,6",-511,"-0,6"
Zalacsány,Kistelepülés,123,"13,7",80,"11,7",-43,-2
Pusztamérges,Kistelepülés,1070,"9,8",1902,"7,4",832,"-2,4"
Tiszaderzs,Kistelepülés,2074,"8,3",2164,"7,1",90,"-1,2"
Székely,Kistelepülés,1280,"9,4",1438,"7,9",158,"-1,5"
Boldogkőváralja,Kistelepülés,1472,"9,1",1274,"8,1",-198,-1
Szalaszend,Kistelepülés,945,10,1595,"7,7",650,"-2,3"
Berzék,Kistelepülés,2374,"7,8",1862,"7,4",-512,"-0,4"
Felsőnyék,Kistelepülés,2434,"7,7",2281,"6,9",-153,"-0,8"
Olaszfalu,Kistelepülés,1033,"9,8",203,"10,5",-830,"0,7"
Káld,Kistelepülés,1134,"9,7",1080,"8,4",-54,"-1,3"
Kenézlő,Kistelepülés,1258,"9,4",1255,"8,1",-3,"-1,3"
Feldebrő,Kistelepülés,478,"11,4",1101,"8,3",623,"-3,1"
Veszprémvarsány,Kistelepülés,766,"10,4",445,"9,6",-321,"-0,8"
Beloiannisz,Kistelepülés,1390,"9,2",1437,"7,9",47,"-1,3"
Szalonna,Kistelepülés,1747,"8,7",1502,"7,8",-245,"-0,9"
Szentpéterszeg,Kistelepülés,2002,"8,4",1698,"7,6",-304,"-0,8"
Gelse,Kistelepülés,1205,"9,5",582,"9,3",-623,"-0,2"
Cered,Kistelepülés,1008,"9,9",802,"8,8",-206,"-1,1"
Nagylók,Kistelepülés,1585,"8,9",1500,"7,8",-85,"-1,1"
Magyarszék,Kistelepülés,981,"9,9",478,"9,5",-503,"-0,4"
Györköny,Kistelepülés,272,"12,5",826,"8,8",554,"-3,7"
Csősz,Kistelepülés,2347,"7,9",2409,"6,8",62,"-1,1"
Gyékényes,Kistelepülés,1543,9,452,"9,6",-1091,"0,6"
Újkér,Kistelepülés,1789,"8,6",1431,"7,9",-358,"-0,7"
Hejőkeresztúr,Kistelepülés,1189,"9,5",746,"8,9",-443,"-0,6"
Noszlop,Kistelepülés,844,"10,2",1066,"8,4",222,"-1,8"
Sajóecseg,Kistelepülés,458,"11,5",848,"8,7",390,"-2,8"
Tabajd,Kistelepülés,1225,"9,5",1708,"7,6",483,"-1,9"
Kurd,Kistelepülés,1162,"9,6",492,"9,5",-670,"-0,1"
Tiszasas,Kistelepülés,511,"11,3",333,10,-178,"-1,3"
Nagylózs,Kistelepülés,1133,"9,7",254,"10,3",-879,"0,6"
Dorogháza,Kistelepülés,1135,"9,7",1286,"8,1",151,"-1,6"
Kisvarsány,Kistelepülés,1967,"8,4",908,"8,6",-1059,"0,2"
Veszkény,Kistelepülés,957,10,449,"9,6",-508,"-0,4"
Andocs,Kistelepülés,1359,"9,3",1393,8,34,"-1,3"
Újpetre,Kistelepülés,1819,"8,6",1608,"7,7",-211,"-0,9"
Dad,Kistelepülés,1110,"9,7",711,9,-399,"-0,7"
Kerekharaszt,Kistelepülés,704,"10,6",1106,"8,3",402,"-2,3"
Tardona,Kistelepülés,298,"12,3",1480,"7,8",1182,"-4,5"
Kaposszerdahely,Kistelepülés,342,"12,1",442,"9,6",100,"-2,5"
Páka,Kistelepülés,865,"10,1",470,"9,6",-395,"-0,5"
Kázsmárk,Kistelepülés,1809,"8,6",1761,"7,5",-48,"-1,1"
Szentpéterfa,Kistelepülés,1139,"9,6",883,"8,7",-256,"-0,9"
Nagykónyi,Kistelepülés,2015,"8,4",2149,"7,1",134,"-1,3"
Regöly,Kistelepülés,827,"10,2",1413,"7,9",586,"-2,3"
Felpéc,Kistelepülés,1050,"9,8",1007,"8,5",-43,"-1,3"
Rábatamási,Kistelepülés,1018,"9,9",1303,"8,1",285,"-1,8"
Bakonysárkány,Kistelepülés,1632,"8,9",1305,"8,1",-327,"-0,8"
Erdőbénye,Kistelepülés,212,"12,8",368,"9,8",156,-3
Kisar,Kistelepülés,1372,"9,2",1789,"7,5",417,"-1,7"
Mezőörs,Kistelepülés,70,"14,9",151,"10,9",81,-4
Csököly,Kistelepülés,1903,"8,5",1771,"7,5",-132,-1
Bükkszenterzsébet,Kistelepülés,1623,"8,9",1141,"8,3",-482,"-0,6"
Erk,Kistelepülés,2291,8,2711,"6,1",420,"-1,9"
Felsőlajos,Kistelepülés,334,"12,1",799,"8,8",465,"-3,3"
Héhalom,Kistelepülés,910,"10,1",1278,"8,1",368,-2
Nyírpilis,Kistelepülés,2854,"5,8",2849,"5,2",-5,"-0,6"
Sárszentlőrinc,Kistelepülés,2382,"7,8",2063,"7,2",-319,"-0,6"
Szelevény,Kistelepülés,1639,"8,8",1024,"8,5",-615,"-0,3"
Szuhakálló,Kistelepülés,2279,8,1891,"7,4",-388,"-0,6"
Cserépfalu,Kistelepülés,332,"12,1",361,"9,9",29,"-2,2"
Gulács,Kistelepülés,2364,"7,8",1219,"8,2",-1145,"0,4"
Ságújfalu,Kistelepülés,1220,"9,5",1185,"8,2",-35,"-1,3"
Tiszagyenda,Kistelepülés,708,"10,6",1187,"8,2",479,"-2,4"
Kölked,Kistelepülés,2570,"7,4",2374,"6,8",-196,"-0,6"
Lesenceistvánd,Kistelepülés,1192,"9,5",1481,"7,8",289,"-1,7"
Mezőlak,Kistelepülés,250,"12,6",419,"9,7",169,"-2,9"
Pálháza,Kistelepülés,168,"13,2",87,"11,5",-81,"-1,7"
Szentpéterúr,Kistelepülés,2536,"7,5",2426,"6,7",-110,"-0,8"
Balaton,Kistelepülés,1579,9,502,"9,5",-1077,"0,5"
Újkenéz,Kistelepülés,1485,"9,1",1744,"7,5",259,"-1,6"
Hahót,Kistelepülés,1380,"9,2",1260,"8,1",-120,"-1,1"
Kamut,Kistelepülés,960,10,1238,"8,2",278,"-1,8"
Nagysimonyi,Kistelepülés,2019,"8,4",1006,"8,5",-1013,"0,1"
Örményes,Kistelepülés,1344,"9,3",1152,"8,3",-192,-1
Bakonynána,Kistelepülés,1680,"8,8",1318,"8,1",-362,"-0,7"
Kisbajcs,Kistelepülés,569,"11,1",421,"9,7",-148,"-1,4"
Somogyudvarhely,Kistelepülés,1616,"8,9",1043,"8,4",-573,"-0,5"
Homokszentgyörgy,Kistelepülés,1492,"9,1",2245,7,753,"-2,1"
Kaskantyú,Kistelepülés,2008,"8,4",2067,"7,2",59,"-1,2"
Zalaszentmihály,Kistelepülés,1476,"9,1",581,"9,3",-895,"0,2"
Galgagyörk,Kistelepülés,1213,"9,5",1031,"8,4",-182,"-1,1"
Agyagosszergény,Kistelepülés,594,11,1720,"7,6",1126,"-3,4"
Várvölgy,Kistelepülés,385,"11,9",1157,"8,3",772,"-3,6"
Dormánd,Kistelepülés,680,"10,7",1249,"8,1",569,"-2,6"
Bódvaszilas,Kistelepülés,987,"9,9",1020,"8,5",33,"-1,4"
Rábapordány,Kistelepülés,1115,"9,7",1231,"8,2",116,"-1,5"
Egerág,Kistelepülés,1702,"8,7",1633,"7,7",-69,-1
Márianosztra,Kistelepülés,1318,"9,3",1501,"7,8",183,"-1,5"
Aparhant,Kistelepülés,1849,"8,6",1030,"8,4",-819,"-0,2"
Dág,Kistelepülés,1438,"9,1",1317,"8,1",-121,-1
Himesháza,Kistelepülés,224,"12,8",609,"9,2",385,"-3,6"
Nemesgulács,Kistelepülés,312,"12,3",697,9,385,"-3,3"
Kisnána,Kistelepülés,732,"10,5",1112,"8,3",380,"-2,2"
Mohora,Kistelepülés,1613,"8,9",1725,"7,6",112,"-1,3"
Nyírtét,Kistelepülés,794,"10,3",1841,"7,4",1047,"-2,9"
Tolnanémedi,Kistelepülés,1682,"8,8",1199,"8,2",-483,"-0,6"
Mezőladány,Kistelepülés,1371,"9,2",1056,"8,4",-315,"-0,8"
Vizsoly,Kistelepülés,2160,"8,2",1340,8,-820,"-0,2"
Vértesboglár,Kistelepülés,1160,"9,6",1411,"7,9",251,"-1,7"
Rábahídvég,Kistelepülés,1144,"9,6",703,9,-441,"-0,6"
Pusztahencse,Kistelepülés,2458,"7,7",1059,"8,4",-1399,"0,7"
Demjén,Kistelepülés,78,"14,7",65,12,-13,"-2,7"
Tápszentmiklós,Kistelepülés,1016,"9,9",1791,"7,5",775,"-2,4"
Penészlek,Kistelepülés,2368,"7,8",1908,"7,4",-460,"-0,4"
Homrogd,Kistelepülés,1839,"8,6",543,"9,4",-1296,"0,8"
Bükkzsérc,Kistelepülés,466,"11,5",554,"9,3",88,"-2,2"
Nagykapornak,Kistelepülés,902,"10,1",537,"9,4",-365,"-0,7"
Kisoroszi,Kistelepülés,196,"12,9",297,"10,1",101,"-2,8"
Rátka,Kistelepülés,678,"10,7",618,"9,2",-60,"-1,5"
Szászberek,Kistelepülés,208,"12,9",277,"10,2",69,"-2,7"
Felsőnyárád,Kistelepülés,1206,"9,5",617,"9,2",-589,"-0,3"
Vállaj,Kistelepülés,1652,"8,8",806,"8,8",-846,0
Mezőnagymihály,Kistelepülés,1635,"8,9",1062,"8,4",-573,"-0,5"
Nógrádsáp,Kistelepülés,453,"11,5",676,"9,1",223,"-2,4"
Csót,Kistelepülés,188,13,588,"9,3",400,"-3,7"
Hobol,Kistelepülés,1457,"9,1",1563,"7,7",106,"-1,4"
Isztimér,Kistelepülés,1375,"9,2",876,"8,7",-499,"-0,5"
Versend,Kistelepülés,2628,"7,2",2642,"6,3",14,"-0,9"
Beszterec,Kistelepülés,2335,"7,9",2258,7,-77,"-0,9"
Serényfalva,Kistelepülés,2119,"8,2",1256,"8,1",-863,"-0,1"
Magyarbóly,Kistelepülés,1842,"8,6",1409,"7,9",-433,"-0,7"
Girincs,Kistelepülés,2515,"7,5",2318,"6,9",-197,"-0,6"
Újudvar,Kistelepülés,1164,"9,6",1242,"8,2",78,"-1,4"
Vácegres,Kistelepülés,1556,9,692,9,-864,0
Püspökmolnári,Kistelepülés,1505,"9,1",1243,"8,2",-262,"-0,9"
Tiborszállás,Kistelepülés,1846,"8,6",2032,"7,2",186,"-1,4"
Bodrogkeresztúr,Kistelepülés,63,"15,2",43,"12,8",-20,"-2,4"
Mátraszele,Kistelepülés,859,"10,2",1629,"7,7",770,"-2,5"
Zalaszántó,Kistelepülés,295,"12,4",891,"8,7",596,"-3,7"
Bárna,Kistelepülés,1953,"8,5",2669,"6,2",716,"-2,3"
Kemence,Kistelepülés,236,"12,7",1146,"8,3",910,"-4,4"
Gutorfölde,Kistelepülés,1404,"9,2",912,"8,6",-492,"-0,6"
Nemesbikk,Kistelepülés,1593,"8,9",2410,"6,8",817,"-2,1"
Tiszaug,Kistelepülés,892,"10,1",1493,"7,8",601,"-2,3"
Rédics,Kistelepülés,836,"10,2",535,"9,4",-301,"-0,8"
Patak,Kistelepülés,1483,"9,1",1273,"8,1",-210,-1
Balinka,Kistelepülés,2190,"8,1",1004,"8,5",-1186,"0,4"
Tiszakerecseny,Kistelepülés,2309,"7,9",1918,"7,3",-391,"-0,6"
Mozsgó,Kistelepülés,1519,9,1220,"8,2",-299,"-0,8"
Osli,Kistelepülés,1791,"8,6",1463,"7,9",-328,"-0,7"
Mezőgyán,Kistelepülés,1463,"9,1",2338,"6,9",875,"-2,2"
Zichyújfalu,Kistelepülés,2475,"7,6",2138,"7,1",-337,"-0,5"
Medgyesbodzás,Kistelepülés,1537,9,1600,"7,7",63,"-1,3"
Badacsonytördemic,Kistelepülés,90,"14,4",84,"11,6",-6,"-2,8"
Nagytálya,Kistelepülés,253,"12,6",828,"8,8",575,"-3,8"
Fertőhomok,Kistelepülés,1946,"8,5",1524,"7,8",-422,"-0,7"
Milota,Kistelepülés,2076,"8,3",1930,"7,3",-146,-1
Nyárád,Kistelepülés,652,"10,8",1541,"7,8",889,-3
Beregdaróc,Kistelepülés,2276,8,946,"8,6",-1330,"0,6"
Borsosberény,Kistelepülés,778,"10,4",1494,"7,8",716,"-2,6"
Zalavár,Kistelepülés,1562,9,939,"8,6",-623,"-0,4"
Nagyszokoly,Kistelepülés,2423,"7,7",2234,7,-189,"-0,7"
Hugyag,Kistelepülés,2155,"8,2",2529,"6,5",374,"-1,7"
Óbarok,Kistelepülés,390,"11,9",1644,"7,7",1254,"-4,2"
Bihartorda,Kistelepülés,1744,"8,7",1284,"8,1",-460,"-0,6"
Majs,Kistelepülés,1257,"9,4",1233,"8,2",-24,"-1,2"
Géderlak,Kistelepülés,670,"10,7",1560,"7,7",890,-3
Mogyorósbánya,Kistelepülés,1410,"9,2",864,"8,7",-546,"-0,5"
Egyházasfalu,Kistelepülés,1588,"8,9",1298,"8,1",-290,"-0,8"
Annavölgy,Kistelepülés,1804,"8,6",1673,"7,6",-131,-1
Sóshartyán,Kistelepülés,2182,"8,1",2147,"7,1",-35,-1
Kiskorpád,Kistelepülés,2271,8,2099,"7,2",-172,"-0,8"
Pókaszepetk,Kistelepülés,723,"10,6",553,"9,3",-170,"-1,3"
Gátér,Kistelepülés,1750,"8,7",970,"8,5",-780,"-0,2"
Mezőkomárom,Kistelepülés,1664,"8,8",1814,"7,5",150,"-1,3"
Nábrád,Kistelepülés,1195,"9,5",715,9,-480,"-0,5"
Hantos,Kistelepülés,1865,"8,6",1516,"7,8",-349,"-0,8"
Cikó,Kistelepülés,1486,"9,1",1503,"7,8",17,"-1,3"
Magy,Kistelepülés,1222,"9,5",2449,"6,7",1227,"-2,8"
Mosdós,Kistelepülés,1890,"8,5",2023,"7,2",133,"-1,3"
Újrónafő,Kistelepülés,762,"10,4",1527,"7,8",765,"-2,6"
Uszód,Kistelepülés,721,"10,6",652,"9,1",-69,"-1,5"
Tiszaszalka,Kistelepülés,1584,"8,9",1412,"7,9",-172,-1
Fülöpháza,Kistelepülés,2526,"7,5",2431,"6,7",-95,"-0,8"
Nyírparasznya,Kistelepülés,1327,"9,3",1462,"7,9",135,"-1,4"
Dunafalva,Kistelepülés,662,"10,8",1642,"7,7",980,"-3,1"
Balatonmáriafürdő,Kistelepülés,27,"16,7",21,14,-6,"-2,7"
Nyírjákó,Kistelepülés,2034,"8,3",1497,"7,8",-537,"-0,5"
Ötvöskónyi,Kistelepülés,1924,"8,5",2538,"6,5",614,-2
Gemzse,Kistelepülés,2524,"7,5",2091,"7,2",-433,"-0,3"
Nagybarca,Kistelepülés,2214,"8,1",2299,"6,9",85,"-1,2"
Gacsály,Kistelepülés,2290,8,1859,"7,4",-431,"-0,6"
Horvátzsidány,Kistelepülés,446,"11,5",994,"8,5",548,-3
